student_id,hours_studied,sleep_hours,attendance_percent,previous_scores,exam_score
S606,10.7,4.3,60.6,80.7,68.4
S607,4.7,7.6,36.5,85.8,94.9
S608,0.1,7.3,21.8,99.8,14.3
S609,10.9,5.3,98.8,24.1,38.2
S610,1.1,7.8,45.4,4.0,55.5
S611,3.8,1.9,68.8,41.1,7.7
S612,11.4,1.0,14.1,13.0,0.4
S613,11.4,2.4,48.6,2.2,67.0
S614,6.9,0.5,2.8,36.0,64.2
S615,7.6,4.8,50.5,78.4,41.1
S616,5.4,8.4,96.4,56.6,49.0
S617,3.5,0.4,38.4,31.3,41.5
S618,3.9,1.1,3.9,65.4,2.4
S619,8.1,4.1,3.1,23.2,33.5
S620,9.0,8.4,38.8,1.4,17.7
S621,9.5,2.8,16.0,76.4,9.8
S622,9.5,4.6,2.3,62.4,95.7
S623,1.1,0.4,75.6,76.2,59.9
S624,5.9,1.3,45.9,3.9,72.9
S625,0.7,8.9,28.9,83.7,31.5
S626,6.6,8.7,90.0,62.0,39.3
S627,5.3,0.0,11.6,56.3,23.7
S628,10.7,8.6,95.6,62.5,9.7
S629,4.2,5.8,31.4,86.4,17.9
S630,1.4,7.8,88.8,58.7,79.8
S631,1.7,4.1,60.3,58.1,67.8
S632,9.1,4.6,82.7,99.1,54.7
S633,7.4,4.4,98.4,75.7,47.5
S634,1.2,6.0,28.8,44.2,92.2
S635,1.0,1.3,96.1,70.7,7.3
S636,8.4,0.3,38.9,38.9,28.1
S637,0.9,2.8,38.6,22.9,35.0
S638,9.9,6.3,34.0,59.7,78.2
S639,8.5,1.8,54.1,92.8,99.3
S640,1.0,6.1,15.4,92.9,24.1
S641,1.0,8.7,55.4,34.2,87.4
S642,11.8,0.8,54.2,52.8,83.1
S643,4.5,6.1,76.2,21.2,22.5
S644,4.4,4.0,83.4,99.6,39.9
S645,9.8,7.8,44.0,98.1,41.0
S646,11.4,1.6,30.2,65.0,97.8
S647,11.8,6.2,25.9,80.4,18.1
S648,9.0,7.5,19.5,71.5,79.9
S649,4.5,8.5,5.8,59.3,33.4
S650,1.0,6.1,34.2,5.3,73.1
S651,9.3,4.5,27.0,45.5,42.0
S652,6.7,5.6,96.6,67.5,57.8
S653,5.1,7.8,55.8,67.8,83.3
S654,10.9,5.1,34.7,37.3,80.4
S655,1.3,0.3,58.0,94.2,86.6
S656,5.9,8.4,13.9,16.7,6.0
S657,0.1,6.2,44.4,50.0,69.2
S658,5.6,6.1,62.6,69.1,14.0
S659,0.7,1.9,48.9,69.7,41.6
S660,1.4,5.9,40.2,64.9,54.9
S661,1.4,3.5,99.4,27.5,40.3
S662,7.8,5.9,88.0,15.6,52.0
S663,9.0,1.0,62.3,63.6,99.7
S664,7.0,5.9,56.9,59.9,13.5
S665,11.5,9.0,62.1,17.9,67.5
S666,4.5,0.4,20.1,70.5,39.6
S667,3.4,8.8,39.5,45.5,13.3
S668,10.4,3.7,3.9,66.8,15.9
S669,2.7,7.8,47.6,83.7,94.9
S670,11.6,7.0,54.3,17.0,88.0
S671,0.1,5.1,22.8,1.9,90.7
S672,11.6,6.6,96.4,77.9,99.2
S673,0.5,7.9,90.9,61.0,20.8
S674,10.7,3.6,72.2,70.0,35.5
S675,6.3,2.9,53.3,83.8,66.9
S676,11.9,6.0,87.0,80.3,48.4
S677,0.9,7.3,13.1,96.1,41.8
S678,6.6,6.9,79.1,53.6,35.8
S679,11.6,7.2,12.5,48.8,59.4
S680,6.3,3.9,79.4,40.2,57.6
S681,7.6,7.4,27.6,15.4,16.1
S682,8.3,1.1,87.7,57.3,47.2
S683,5.5,4.9,94.4,27.7,55.3
S684,7.5,0.1,14.9,92.1,57.0
S685,7.0,2.9,46.3,58.3,21.0
S686,10.8,3.3,98.1,59.3,74.2
S687,0.5,3.6,48.3,35.5,2.5
S688,3.4,6.3,86.4,5.2,35.5
S689,11.4,3.5,58.9,3.2,78.0
S690,10.7,4.0,37.5,42.3,56.4
S691,5.5,2.1,28.6,8.5,26.1
S692,7.4,3.4,20.3,60.7,69.5
S693,3.3,2.0,76.2,88.1,56.7
S694,2.3,0.7,38.7,88.3,79.6
S695,5.6,5.4,51.1,65.9,73.5
S696,4.2,6.0,49.2,21.1,61.0
S697,7.0,5.6,57.7,86.3,48.8
S698,0.9,4.2,86.6,88.6,13.3
S699,11.7,3.4,98.1,19.7,26.1
S700,11.8,7.8,40.8,73.7,41.9
S701,8.4,4.7,82.8,28.7,59.9
S702,6.4,4.3,76.5,80.3,51.4
S703,3.7,0.2,57.4,99.7,28.8
S704,9.8,3.1,95.6,3.0,0.6
S705,8.2,3.4,20.0,89.7,49.6
S706,2.0,3.6,10.9,62.3,28.6
S707,10.9,5.2,85.4,97.3,73.5
S708,9.9,4.8,43.9,46.5,2.4
S709,11.4,5.5,84.7,84.7,58.5
S710,8.7,6.9,89.3,6.2,94.1
S711,7.4,7.3,6.2,33.5,17.4
S712,5.0,6.5,88.3,6.7,47.2
S713,11.2,8.6,44.8,97.5,9.1
S714,10.4,0.2,51.0,81.7,62.6
S715,0.5,1.8,62.7,85.3,55.1
S716,0.3,0.1,92.6,93.8,40.7
S717,4.5,5.8,1.9,8.5,52.1
S718,9.7,8.1,47.7,38.6,89.7
S719,11.8,2.2,68.8,7.1,19.6
S720,1.8,8.3,72.3,21.1,2.3
S721,7.1,0.5,69.3,22.9,86.2
S722,4.6,8.4,13.4,46.9,57.7
S723,11.6,3.2,29.9,26.9,89.1
S724,10.1,0.9,35.9,10.1,59.7
S725,10.1,4.4,80.4,16.7,81.0
S726,5.6,2.3,27.9,14.7,43.0
S727,5.0,2.6,21.1,97.3,75.0
S728,3.3,2.8,95.7,75.9,91.3
S729,0.7,7.2,0.9,96.8,57.2
S730,10.4,4.9,99.8,44.0,18.1
S731,9.8,2.8,67.7,27.8,26.9
S732,12.0,5.5,82.8,79.8,19.9
S733,12.0,6.4,29.5,32.6,24.7
S734,6.7,2.5,1.4,29.9,30.6
S735,9.2,3.7,73.8,23.3,55.5
S736,11.3,1.1,83.4,13.0,58.8
S737,10.2,1.6,74.0,25.6,42.6
S738,3.0,6.1,14.3,35.5,61.5
S739,5.4,1.6,75.3,67.4,8.2
S740,1.5,4.7,76.9,6.3,8.8
S741,11.4,6.4,65.9,21.1,17.2
S742,7.3,1.0,76.6,80.9,51.8
S743,2.7,5.1,84.6,14.7,21.4
S744,8.1,2.3,61.4,34.3,28.3
S745,7.4,8.7,8.9,86.5,40.0
S746,4.3,4.4,48.8,15.5,81.2
S747,1.4,7.3,7.8,8.3,1.4
S748,8.1,5.0,40.8,48.5,64.9
S749,6.2,0.4,40.7,30.2,66.9
S750,9.3,5.7,6.6,56.3,79.9
S751,6.2,8.6,34.9,80.4,93.3
S752,10.2,5.4,11.1,13.7,2.0
S753,6.6,7.4,80.8,58.1,15.4
S754,6.7,8.0,94.8,50.6,88.6
S755,10.5,2.1,7.2,14.4,45.9
S756,4.8,1.9,95.5,62.4,56.5
S757,1.6,5.5,52.3,27.4,66.3
S758,0.3,3.7,30.0,48.8,67.9
S759,9.1,7.6,7.7,8.2,93.2
S760,7.4,8.1,50.1,46.0,99.7
S761,8.4,3.2,79.5,30.6,72.0
S762,2.6,2.1,70.7,82.2,28.7
S763,1.6,7.0,5.0,5.7,88.0
S764,0.2,2.5,7.3,41.9,4.9
S765,4.2,7.4,40.3,45.8,23.1
S766,7.1,3.8,29.5,72.5,89.7
S767,4.7,6.0,23.2,57.4,25.6
S768,5.2,0.9,28.1,66.7,22.1
S769,10.8,5.6,80.3,77.7,13.8
S770,4.2,4.1,92.9,86.2,85.9
S771,6.2,5.3,40.5,31.4,50.0
S772,9.4,1.5,90.6,53.8,67.5
S773,4.8,6.6,32.1,84.0,23.9
S774,7.5,7.8,47.6,98.9,75.8
S775,10.3,2.0,22.6,89.0,76.0
S776,11.4,0.9,64.0,37.1,31.3
S777,1.8,0.2,97.9,19.5,41.1
S778,11.1,5.8,60.3,48.9,21.0
S779,5.9,5.5,35.8,74.2,97.7
S780,3.1,4.9,64.8,49.3,64.6
S781,5.5,2.1,12.3,48.3,93.5
S782,11.8,3.5,88.9,83.8,30.3
S783,5.9,5.4,50.3,36.1,78.2
S784,3.9,4.5,44.9,86.0,76.6
S785,7.6,8.9,58.6,40.7,69.2
S786,2.9,1.2,62.5,32.8,96.6
S787,0.9,6.3,7.2,45.4,39.4
S788,1.5,3.6,68.3,76.2,13.1
S789,1.5,3.9,24.2,12.6,67.2
S790,1.8,6.5,71.4,19.6,72.9
S791,1.7,6.2,82.3,95.1,57.5
S792,7.7,8.9,80.4,17.5,20.7
S793,2.2,1.2,55.3,56.8,50.4
S794,4.1,0.9,52.0,57.9,31.2
S795,10.8,6.5,14.3,49.0,42.7
S796,5.7,5.2,77.5,64.5,64.5
S797,8.0,2.5,27.1,23.0,74.5
S798,2.1,0.7,49.7,55.3,23.2
S799,2.3,0.8,28.4,37.2,40.5
S800,0.5,8.0,13.4,66.2,26.9
S801,2.0,1.7,63.0,14.1,19.9
S802,3.3,2.9,5.4,57.1,78.3
S803,2.1,2.0,74.9,18.5,90.9
S804,1.1,3.2,31.8,27.9,37.0
S805,1.4,0.6,0.0,21.9,75.1
S806,5.5,4.7,51.1,18.3,89.7
S807,2.5,0.6,4.7,82.6,84.6
S808,4.4,7.2,27.6,28.6,18.3
S809,6.0,2.1,70.7,92.7,95.6
S810,8.3,4.9,6.3,97.0,37.7
S811,0.5,7.9,83.9,57.1,33.9
S812,9.6,5.9,0.4,14.3,6.2
S813,7.5,4.8,24.7,37.5,48.6
S814,1.0,2.9,74.1,79.8,10.9
S815,10.5,3.0,31.6,36.7,24.9
S816,11.1,6.0,10.2,8.7,31.7
S817,0.7,8.9,36.0,55.7,80.9
S818,3.3,6.0,27.0,84.5,87.5
S819,9.7,5.0,84.3,79.6,30.2
S820,9.0,6.6,31.3,17.5,85.9
S821,2.2,4.2,78.9,67.3,85.7
S822,2.5,0.5,89.2,22.1,76.5
S823,4.4,5.1,43.4,21.8,14.7
S824,5.8,8.6,91.0,87.4,69.0
S825,7.4,1.6,37.7,25.0,94.5
S826,4.4,6.2,96.4,26.3,68.3
S827,5.6,1.8,8.9,0.1,33.2
S828,9.0,4.8,68.7,87.1,50.1
S829,0.4,0.9,49.4,79.3,64.6
S830,3.0,4.1,38.8,62.7,51.1
S831,8.6,6.8,63.3,75.0,12.0
S832,10.7,3.1,70.4,15.2,31.2
S833,6.1,6.0,0.4,45.8,80.2
S834,6.4,7.2,16.7,35.1,86.1
S835,1.3,8.3,71.3,9.4,13.7
S836,5.4,2.1,66.6,48.6,95.2
S837,6.4,3.6,96.6,92.1,32.9
S838,2.9,1.4,76.1,4.0,66.2
S839,3.2,8.9,95.1,29.1,75.2
S840,4.5,8.3,70.3,20.8,81.2
S841,0.2,4.9,29.8,23.8,94.6
S842,3.9,7.6,10.5,90.8,31.3
S843,2.5,4.7,78.2,46.8,85.9
S844,3.9,5.6,64.4,46.6,13.2
S845,1.4,0.8,4.8,76.1,70.5
S846,10.7,6.8,36.0,15.4,74.2
S847,7.1,1.1,95.7,48.7,67.8
S848,8.1,7.4,50.0,43.0,25.2
S849,9.5,7.0,43.3,59.7,87.3
S850,6.0,6.4,45.8,100.0,16.9
S851,1.0,0.3,20.9,76.9,5.4
S852,6.4,2.7,36.9,39.8,71.7
S853,7.0,2.4,37.0,82.8,47.5
S854,8.9,3.2,5.2,17.1,84.9
S855,5.2,0.8,76.8,3.0,38.3
S856,1.5,8.4,41.7,20.4,16.8
S857,3.4,5.0,82.2,34.0,83.6
S858,4.4,2.7,85.0,51.1,54.9
S859,7.8,3.6,21.2,61.5,18.9
S860,6.8,4.0,65.7,91.1,72.0
S861,4.3,5.4,47.2,51.0,51.1
S862,11.8,4.6,88.0,50.1,60.4
S863,7.3,8.3,21.6,5.0,46.1
S864,2.8,4.5,67.8,3.5,82.9
S865,1.2,8.9,60.8,55.1,83.0
S866,1.8,7.7,29.5,43.8,70.9
S867,3.0,1.9,13.7,83.9,10.5
S868,1.9,8.4,65.2,16.1,83.9
S869,2.2,1.0,73.9,2.5,67.1
S870,3.4,7.4,31.6,44.9,69.7
S871,2.1,3.4,64.5,23.7,36.3
S872,10.8,7.9,39.5,5.0,87.9
S873,1.0,7.8,71.3,72.5,72.5
S874,6.3,7.3,19.9,11.2,11.3
S875,4.9,7.1,89.0,60.8,40.8
S876,11.8,2.7,28.7,28.1,88.6
S877,1.3,0.7,36.8,17.3,4.7
S878,4.8,3.6,5.8,38.0,96.1
S879,11.6,1.6,11.2,80.1,67.9
S880,10.4,6.3,51.6,39.2,63.1
S881,9.8,3.1,26.8,75.1,27.1
S882,3.1,8.8,83.5,12.5,24.9
S883,2.1,5.8,1.5,77.3,94.2
S884,8.0,7.4,37.9,23.7,29.8
S885,11.2,1.2,33.7,67.7,77.6
S886,6.7,7.8,1.9,56.6,39.3
S887,6.9,8.3,12.4,92.9,13.9
S888,3.4,4.4,41.4,38.7,1.1
S889,9.2,5.5,49.3,6.6,54.4
S890,2.2,6.9,40.4,1.9,97.6
S891,3.9,1.6,53.1,82.7,36.9
S892,5.1,4.5,59.5,52.5,35.7
S893,6.1,3.6,1.0,77.5,34.4
S894,2.9,1.3,46.4,23.4,52.1
S895,1.4,3.3,96.3,34.5,44.1
S896,7.3,0.6,51.9,3.0,88.0
S897,3.5,0.2,67.8,96.1,50.6
S898,7.0,1.2,31.2,66.8,50.8
S899,1.9,8.7,77.4,93.3,13.8
S900,5.8,4.9,77.3,26.5,98.3
S901,6.4,8.7,52.1,61.1,25.0
S902,0.6,3.9,97.6,67.8,7.3
S903,4.0,2.8,12.6,31.8,66.3
S904,1.6,4.6,1.7,84.8,59.5
S905,0.8,4.0,77.0,94.7,41.5
S906,11.9,1.0,80.7,88.5,42.2
S907,3.9,5.8,12.0,73.9,78.5
S908,9.7,1.9,26.6,27.7,19.6
S909,3.1,5.6,1.8,28.2,82.0
S910,8.2,5.9,29.3,96.3,64.9
S911,9.1,1.4,77.3,1.0,41.9
S912,7.1,0.6,51.8,71.6,45.8
S913,5.7,7.0,34.8,70.6,25.7
S914,4.9,4.1,37.2,62.3,75.2
S915,4.2,0.5,0.1,99.0,51.3
S916,11.2,9.0,30.0,31.2,32.1
S917,10.0,0.5,64.6,34.0,59.6
S918,11.6,6.3,97.4,7.9,99.6
S919,1.5,8.9,84.7,44.3,43.5
S920,8.8,2.2,2.4,26.1,92.1
S921,11.3,1.3,89.9,34.3,34.5
S922,2.2,1.1,78.3,83.5,5.5
S923,0.8,2.7,78.0,93.5,20.4
S924,8.9,0.9,45.8,18.6,41.9
S925,6.9,6.2,39.8,37.3,22.0
S926,10.1,0.6,30.3,92.9,0.0
S927,1.7,4.6,6.6,6.2,91.5
S928,9.5,9.0,22.8,9.2,84.4
S929,2.4,7.3,24.7,16.3,74.2
S930,2.0,5.5,48.4,59.5,16.8
S931,2.0,2.8,74.7,15.0,12.0
S932,9.8,5.6,47.4,96.8,6.8
S933,8.0,4.7,5.8,44.7,72.4
S934,6.3,3.8,95.8,50.2,92.9
S935,4.3,1.2,94.3,24.7,43.1
S936,10.5,8.0,78.5,47.1,11.9
S937,4.7,4.0,99.1,66.2,51.2
S938,9.8,1.8,54.4,75.1,34.9
S939,5.3,3.3,96.3,75.4,37.5
S940,4.5,3.7,7.6,57.8,62.1
S941,5.6,7.4,36.6,90.4,71.9
S942,3.6,6.6,22.5,81.7,11.1
S943,9.0,6.9,19.6,75.7,3.6
S944,6.0,0.1,14.1,5.6,99.4
S945,2.8,3.7,62.2,0.7,23.3
S946,10.8,4.3,78.1,21.2,5.4
S947,4.6,0.2,57.8,66.4,19.0
S948,6.5,2.3,14.7,41.1,3.9
S949,10.9,6.8,81.1,40.2,39.2
S950,7.5,1.2,63.6,88.5,80.2
S951,1.4,4.8,38.8,89.6,34.1
S952,11.3,1.9,67.4,90.9,44.4
S953,7.5,0.1,26.0,31.4,67.6
S954,4.0,2.2,34.5,69.1,50.9
S955,1.7,8.8,91.7,27.2,86.1
S956,9.5,7.2,29.1,19.1,86.6
S957,7.4,8.6,47.0,18.5,1.0
S958,6.4,4.4,89.0,34.2,77.8
S959,10.7,1.0,70.8,43.0,46.1
S960,9.5,4.9,6.2,83.1,98.9
S961,1.8,4.1,14.7,12.0,48.3
S962,3.7,7.6,0.8,73.5,98.7
S963,3.0,0.9,63.1,53.1,75.5
S964,8.9,4.4,44.8,28.8,24.9
S965,0.4,1.4,13.4,49.3,53.8
S966,6.8,2.9,95.8,30.0,99.2
S967,9.1,6.6,53.0,59.6,85.8
S968,10.5,4.3,24.2,43.4,9.7
S969,4.1,3.4,50.1,16.4,70.6
S970,9.9,3.6,68.0,11.7,34.6
S971,1.3,4.1,7.6,54.7,0.7
S972,10.2,7.1,27.5,90.2,40.3
S973,1.5,8.0,80.7,34.4,23.5
S974,4.8,8.6,46.0,73.3,81.9
S975,9.6,7.1,54.7,65.9,33.7
S976,1.8,2.8,43.3,93.2,82.8
S977,2.8,6.2,4.4,82.1,0.1
S978,8.7,3.9,16.6,56.7,30.8
S979,8.6,2.3,44.6,65.7,24.1
S980,7.7,7.6,20.9,89.8,23.4
S981,8.3,0.3,5.0,40.0,6.8
S982,6.5,8.1,84.4,32.7,18.7
S983,3.0,4.2,98.1,1.1,55.6
S984,4.1,5.7,79.3,82.7,29.1
S985,2.2,5.9,85.4,80.1,41.7
S986,10.9,8.1,24.2,10.4,37.7
S987,7.0,5.7,96.1,57.7,87.6
S988,4.8,5.5,19.7,46.4,90.5
S989,5.5,0.6,95.1,11.9,49.3
S990,11.4,4.7,99.5,98.1,33.0
S991,1.8,1.4,71.2,21.5,10.7
S992,7.0,6.6,98.1,6.7,95.3
S993,6.1,4.6,57.0,59.5,6.0
S994,7.3,6.1,26.0,73.9,29.8
S995,0.2,0.4,43.7,3.2,29.8
S996,10.5,0.8,59.4,65.9,32.0
S997,11.2,6.4,7.3,53.2,16.4
S998,6.8,0.6,62.2,10.3,78.3
S999,8.4,0.6,98.1,17.3,12.2
S1000,11.1,0.1,19.0,56.8,63.5
S1001,8.5,8.6,79.3,29.6,12.4
S1002,1.8,6.6,90.8,93.8,7.1
S1003,6.9,3.2,94.4,81.9,90.9
S1004,7.3,2.7,96.0,98.4,19.0
S1005,5.1,3.1,52.1,26.0,82.1
S1006,8.8,7.0,97.7,97.0,54.5
S1007,11.2,6.0,75.7,43.1,7.8
S1008,11.1,1.7,16.2,34.8,95.5
S1009,5.4,1.6,47.7,5.0,24.7
S1010,1.4,0.9,71.8,5.3,86.0
S1011,11.8,5.9,24.7,69.2,16.9
S1012,10.1,6.9,64.1,45.8,85.4
S1013,1.5,2.4,66.7,22.7,1.3
S1014,11.1,0.2,16.3,61.4,51.2
S1015,10.4,0.7,56.5,25.3,76.9
S1016,6.2,8.7,77.2,57.8,93.5
S1017,7.1,2.7,49.9,35.9,90.9
S1018,4.8,6.9,1.2,82.4,82.0
S1019,0.7,5.6,0.9,82.1,88.8
S1020,4.0,3.4,35.7,47.7,19.9
S1021,9.6,1.9,92.6,35.1,28.4
S1022,0.1,1.1,22.9,36.3,28.9
S1023,4.0,5.5,63.4,80.6,37.7
S1024,4.8,7.0,22.2,32.8,39.3
S1025,6.4,5.8,32.2,20.9,54.5
S1026,11.0,4.8,84.8,8.5,16.0
S1027,4.2,0.4,72.9,46.7,69.1
S1028,4.2,8.7,9.5,48.2,16.8
S1029,8.9,7.2,42.9,84.1,31.0
S1030,5.4,2.6,2.9,22.1,50.3
S1031,2.7,8.8,48.1,38.1,79.6
S1032,5.4,5.4,66.2,80.8,73.9
S1033,1.7,5.2,11.9,82.4,64.6
S1034,2.1,6.7,28.9,38.5,15.6
S1035,6.0,7.3,39.8,45.9,54.7
S1036,5.0,5.9,92.0,30.3,8.7
S1037,11.0,1.2,99.3,93.3,37.7
S1038,4.3,3.0,4.5,11.9,41.4
S1039,7.0,8.4,76.1,93.4,4.0
S1040,7.6,2.0,37.2,68.4,27.4
S1041,0.2,3.3,39.2,53.2,95.6
S1042,8.0,3.9,75.4,3.3,95.4
S1043,2.1,4.0,91.8,47.6,35.2
S1044,11.5,5.5,95.1,40.8,4.3
S1045,1.8,8.5,57.7,16.1,17.9
S1046,5.0,2.2,35.7,65.6,39.2
S1047,1.0,1.1,78.8,97.1,94.8
S1048,12.0,1.8,25.1,56.2,14.1
S1049,6.0,8.0,56.4,71.5,76.4
S1050,7.1,5.8,35.9,6.8,10.9
S1051,0.8,2.6,65.7,41.8,98.1
S1052,9.0,7.3,24.0,11.6,38.2
S1053,2.5,7.8,19.2,61.3,77.5
S1054,10.8,7.6,91.8,93.8,34.3
S1055,2.5,8.3,10.2,66.2,62.8
S1056,2.3,2.3,50.6,7.7,19.2
S1057,0.4,6.8,22.1,35.5,14.6
S1058,5.7,4.1,3.9,55.1,93.8
S1059,6.8,7.6,3.6,40.3,91.8
S1060,0.8,6.6,17.5,83.4,88.7
S1061,9.3,7.0,86.7,81.5,62.5
S1062,5.4,5.9,28.2,61.2,80.8
S1063,6.3,1.6,95.0,37.3,6.9
S1064,5.3,4.9,58.2,25.5,33.5
S1065,4.8,8.9,43.7,10.6,31.4
S1066,6.7,8.4,58.0,35.5,63.6
S1067,1.9,0.4,51.7,41.3,35.6
S1068,2.2,1.5,75.9,67.6,14.9
S1069,10.3,1.2,28.2,65.8,59.6
S1070,11.4,6.5,35.3,7.0,81.4
S1071,4.5,7.4,89.4,39.5,38.2
S1072,3.2,1.9,94.6,18.2,13.2
S1073,7.7,4.6,89.3,15.7,19.7
S1074,4.9,7.6,41.9,82.7,23.7
S1075,0.3,6.6,78.0,4.2,30.0
S1076,1.9,4.9,47.6,41.9,64.3
S1077,8.6,5.3,49.8,16.8,60.1
S1078,7.9,4.6,20.5,87.9,69.6
S1079,0.3,2.7,59.1,55.7,36.3
S1080,2.7,5.1,18.6,23.1,82.4
S1081,2.8,6.2,33.2,50.2,20.4
S1082,8.1,7.9,85.5,73.1,46.9
S1083,0.2,5.7,20.7,95.8,80.1
S1084,1.2,6.9,7.1,22.0,18.0
S1085,9.6,1.4,6.9,88.6,11.0
S1086,2.1,4.2,94.1,93.4,88.4
S1087,7.8,0.1,50.7,91.6,34.3
S1088,2.9,2.2,40.9,63.5,68.4
S1089,1.2,6.5,81.1,63.0,2.5
S1090,2.9,8.9,83.6,40.3,69.0
S1091,8.7,0.9,33.2,75.2,31.6
S1092,10.3,3.6,69.4,53.1,5.6
S1093,10.0,7.2,77.1,67.7,61.0
S1094,4.8,1.8,65.5,42.8,24.1
S1095,8.0,5.0,15.2,73.1,38.7
S1096,2.5,6.6,87.6,82.4,8.1
S1097,3.5,5.5,53.9,14.6,14.7
S1098,10.8,1.7,28.2,83.3,29.8
S1099,0.2,3.2,42.5,54.0,9.0
S1100,1.0,7.1,3.8,84.5,91.1
S1101,2.5,5.0,12.8,43.1,0.6
S1102,0.3,0.0,76.6,37.9,48.4
S1103,2.2,6.8,0.0,91.5,12.3
S1104,7.0,0.3,41.7,25.1,30.8
S1105,5.1,6.7,52.3,84.4,92.6
S1106,10.7,1.8,5.5,48.4,16.2
S1107,9.8,8.6,97.3,51.4,96.6
S1108,4.1,3.3,22.6,30.8,20.6
S1109,3.1,2.9,30.4,57.3,74.2
S1110,4.6,1.3,30.4,32.5,54.7
S1111,7.1,2.8,23.0,3.9,88.4
S1112,3.2,7.9,0.1,27.2,55.4
S1113,7.5,9.0,72.9,0.6,53.5
S1114,4.9,3.3,96.7,97.8,19.5
S1115,6.6,4.0,22.4,96.6,16.6
S1116,5.2,6.5,66.3,39.5,91.6
S1117,3.5,8.0,74.2,72.8,32.8
S1118,11.4,5.3,84.8,34.6,37.2
S1119,9.2,3.5,42.3,67.1,76.0
S1120,1.7,3.7,30.3,80.5,33.9
S1121,10.4,6.3,32.5,94.7,95.2
S1122,5.8,0.0,71.3,40.0,73.8
S1123,10.7,5.6,81.7,78.3,59.7
S1124,9.6,3.2,18.2,26.6,88.1
S1125,5.1,7.1,37.1,99.0,5.0
S1126,0.3,0.8,90.2,2.6,25.7
S1127,3.2,5.3,80.7,60.4,46.5
S1128,6.5,4.3,98.5,66.0,22.7
S1129,7.6,5.8,75.4,68.8,74.4
S1130,3.1,0.6,39.3,12.0,91.9
S1131,1.7,5.2,59.1,93.9,42.4
S1132,10.0,5.1,66.1,18.1,34.2
S1133,11.8,5.0,7.8,62.3,96.2
S1134,6.3,5.4,54.4,22.3,44.5
S1135,2.1,6.1,70.9,30.7,48.9
S1136,3.3,7.2,16.7,54.6,35.2
S1137,0.2,2.4,78.1,41.7,91.0
S1138,11.0,7.4,58.4,16.0,56.9
S1139,1.4,4.5,95.2,17.1,76.2
S1140,6.9,0.7,4.2,41.8,81.2
S1141,3.3,0.5,26.5,75.7,34.2
S1142,6.7,3.0,60.2,89.8,43.4
S1143,7.8,7.1,29.7,8.4,84.8
S1144,10.0,6.4,71.4,39.3,36.3
S1145,2.5,7.1,75.9,10.0,79.4
S1146,0.1,4.7,10.3,1.7,94.1
S1147,1.6,4.0,51.4,66.2,62.3
S1148,10.8,1.3,50.9,60.2,74.2
S1149,10.5,3.0,36.9,16.3,80.5
S1150,7.2,3.9,93.3,23.4,84.5
S1151,7.2,0.8,82.8,2.4,39.5
S1152,8.0,2.0,69.7,83.5,5.1
S1153,2.1,5.4,71.4,97.5,40.2
S1154,11.0,6.6,46.2,13.5,67.4
S1155,5.0,9.0,92.1,23.1,45.0
S1156,4.6,8.4,69.5,86.8,74.9
S1157,6.2,5.8,72.9,92.6,35.7
S1158,0.6,3.8,86.2,42.0,63.5
S1159,2.0,5.7,27.4,5.1,18.6
S1160,8.9,7.1,80.7,3.9,74.9
S1161,1.0,1.1,19.5,57.4,54.6
S1162,7.2,3.7,34.5,39.3,20.4
S1163,2.9,7.6,33.6,2.9,29.2
S1164,4.7,3.5,97.9,58.3,74.9
S1165,3.5,5.1,85.7,1.1,48.3
S1166,4.3,5.3,70.1,78.7,21.6
S1167,8.6,1.7,72.7,30.6,96.7
S1168,3.6,3.3,56.2,4.0,71.5
S1169,6.8,3.0,94.7,58.8,95.7
S1170,5.7,0.2,49.6,39.8,42.7
S1171,8.0,0.2,38.1,97.4,47.5
S1172,11.2,7.5,16.3,54.4,89.8
S1173,8.8,2.5,78.6,27.5,52.5
S1174,2.6,4.7,73.4,70.9,70.7
S1175,0.4,2.7,38.4,27.1,25.2
S1176,3.1,8.5,2.5,90.4,44.7
S1177,7.1,2.3,83.9,37.5,12.3
S1178,0.6,3.9,1.1,55.0,20.6
S1179,6.0,7.9,70.4,5.1,0.1
S1180,7.2,7.6,97.0,42.6,3.9
S1181,4.0,1.7,43.8,83.2,97.7
S1182,9.3,7.2,23.5,80.6,24.2
S1183,1.3,4.1,70.5,22.4,66.3
S1184,0.9,4.3,81.7,22.6,83.9
S1185,8.7,1.2,54.6,81.7,55.1
S1186,5.9,0.7,96.7,93.0,15.3
S1187,8.3,6.6,5.2,9.5,72.8
S1188,5.2,4.5,50.5,45.0,60.0
S1189,3.0,3.9,71.8,33.7,73.1
S1190,9.8,6.6,86.3,87.1,77.0
S1191,9.6,6.9,17.9,8.4,97.5
S1192,8.3,1.4,80.0,21.1,57.4
S1193,3.3,5.5,55.3,75.2,34.2
S1194,7.1,1.2,39.7,5.1,64.8
S1195,4.3,6.8,13.2,49.3,6.8
S1196,1.1,5.9,86.5,44.2,89.7
S1197,11.0,8.6,15.7,33.4,11.9
S1198,1.6,0.6,31.0,39.5,32.8
S1199,11.4,0.5,29.0,53.0,81.6
S1200,5.4,2.5,87.1,16.1,59.7
